True Similarity,Diff from False - Text Retrieval,Diff from False - Image Retrieval,Text Retrieval,Image Retrieval
0.999401330947876,3.2842159271240234e-05,0.03798496723175049,True,True
0.9913591146469116,0.029942750930786133,-0.008009374141693115,True,False
0.6399573087692261,-0.05775868892669678,0.45055629312992096,False,True
0.17122478783130646,-0.018176227807998657,-0.5264912098646164,False,False
0.9993240833282471,-7.271766662597656e-06,0.0007774233818054199,False,True
0.999030590057373,0.0004839301109313965,-0.0003007650375366211,True,False
0.7138660550117493,0.46808986365795135,0.6380444243550301,True,True
0.06387490779161453,-0.011946722865104675,-0.18190128356218338,False,False
0.9200780391693115,0.15766626596450806,-0.005895078182220459,True,False
0.8279981017112732,-0.09797501564025879,0.06558632850646973,False,True
0.9815073013305664,0.012940406799316406,0.9564726110547781,True,True
0.6795896887779236,0.6545549985021353,-0.2889772057533264,True,False
0.13762319087982178,0.08678876981139183,0.1372834900394082,True,True
0.0001370656245853752,-0.00020263521582819521,-0.05069735544384457,False,False
0.9140408635139465,-0.004959404468536377,0.23666292428970337,False,True
0.9942036271095276,0.3168256878852844,0.07520335912704468,True,True
0.9958761930465698,0.04483687877655029,0.0060312747955322266,True,True
0.9962719678878784,0.00642704963684082,0.04523265361785889,True,True
0.9220151305198669,-0.02566772699356079,0.7985402122139931,False,True
0.6832911372184753,0.5598162189126015,-0.2643917202949524,True,False
0.18355408310890198,0.0002972036600112915,0.18144945055246353,True,True
0.01390004437416792,0.011795411817729473,-0.16935683507472277,True,False
0.9753047823905945,0.5370660126209259,0.3906437158584595,True,True
0.24441708624362946,-0.34024398028850555,-0.19382168352603912,False,False
0.9899706244468689,0.9075682386755943,-0.0018548369407653809,True,False
0.9899163842201233,-0.0019090771675109863,0.9075139984488487,False,True
0.9531441926956177,0.5056942105293274,-0.0003325343132019043,True,False
0.46721312403678894,-0.48626360297203064,0.019763141870498657,False,True
0.9992966651916504,0.9238256588578224,0.5459425151348114,True,True
0.9974853992462158,0.5441312491893768,0.9220143929123878,True,True
0.27627208828926086,0.01636633276939392,0.26935821352526546,True,True
0.05433126166462898,0.047417386900633574,-0.20557449385523796,True,False
0.8772671818733215,0.003005087375640869,0.08944970369338989,True,True
0.8485522270202637,0.06073474884033203,-0.025709867477416992,True,False
0.9676345586776733,-0.005337178707122803,0.15799814462661743,False,True
0.9442329406738281,0.13459652662277222,-0.028738796710968018,True,False
0.018005916848778725,-0.004545506089925766,-0.6813343670219183,False,False
0.5769299864768982,-0.12241029739379883,0.5543785635381937,False,True
0.9919677376747131,-0.0023558735847473145,0.003642141819000244,False,True
0.9936867356300354,0.00536113977432251,-0.0006368756294250488,True,False
0.9660918116569519,-0.006580710411071777,0.3494947552680969,False,True
0.5116411447525024,-0.10495591163635254,-0.46103137731552124,False,False
0.8232433199882507,0.7810625806450844,0.6918356567621231,True,True
0.5389732122421265,0.40756554901599884,0.4967924728989601,True,True
0.5692673921585083,-0.09307074546813965,-0.40976762771606445,False,False
0.9833167195320129,0.0042816996574401855,0.320978581905365,True,True
0.9933939576148987,0.0008311271667480469,0.039254069328308105,True,True
0.95695561170578,0.002815723419189453,-0.035607218742370605,True,False
0.07682505995035172,0.04497512802481651,-0.7164249643683434,True,False
0.7854918241500854,-0.007758200168609619,0.7536418922245502,False,True
0.9557769894599915,-0.010830700397491455,0.3698091506958008,False,True
0.7185195684432983,0.13255172967910767,-0.24808812141418457,True,False
0.02434830740094185,0.005224142223596573,-0.4313795082271099,True,False
0.4968808889389038,0.04115307331085205,0.47775672376155853,True,True
0.04943143203854561,-0.050487447530031204,-0.03449873998761177,False,False
0.10140155255794525,0.017471380531787872,0.0014826729893684387,True,True
0.99986732006073,0.15614813566207886,0.9621034078299999,True,True
0.9968822002410889,0.9591182880103588,0.15316301584243774,True,True
0.9977028965950012,0.9976151417358778,0.997660061915667,True,True
0.9749182462692261,0.9748754115898919,0.9748304914101027,True,True
0.8683887124061584,0.867697959241923,0.8206257149577141,True,True
0.9992921352386475,0.9515291377902031,0.998601382074412,True,True
0.31115758419036865,-0.5520943999290466,-0.5802555680274963,False,False
0.8519961833953857,-0.03941696882247925,-0.011255800724029541,False,False
0.9998986721038818,0.029071927070617676,0.472689688205719,True,True
0.9997062087059021,0.47249722480773926,0.02887946367263794,True,True
0.012252270244061947,0.002786874771118164,-0.9026889214292169,True,False
0.986957311630249,0.07201611995697021,0.9774919161573052,True,True
0.9895868301391602,-0.003275930881500244,0.004336655139923096,False,True
0.9881220459938049,0.002871870994567871,-0.004740715026855469,True,False
0.0010917187901213765,0.0004262416041456163,-0.008206589031033218,True,False
0.01352662593126297,0.0042283181101083755,0.01286114874528721,True,True
0.6230838894844055,0.6208666402380913,0.4365832656621933,True,True
0.8312572836875916,0.6447566598653793,0.8290400344412774,True,True
0.0015562375774607062,0.0004303943132981658,-0.05722473806235939,True,False
0.5815486907958984,0.5227677151560783,0.5804228475317359,True,True
0.027653785422444344,-0.014383470639586449,0.004729209467768669,False,True
0.014890295453369617,-0.008034280501306057,-0.027146960608661175,False,False
0.18123918771743774,0.11273205280303955,0.11371272057294846,True,True
0.03867216780781746,-0.02885429933667183,-0.029834967106580734,False,False
0.736883819103241,0.061430275440216064,-0.19568020105361938,True,False
0.9047064185142517,-0.027857601642608643,0.2292528748512268,False,True
0.7508276104927063,0.02834463119506836,-0.2136002779006958,True,False
0.9643184542655945,-0.00010943412780761719,0.24183547496795654,False,True
0.030573654919862747,-0.019475288689136505,-0.9530636183917522,False,False
0.9950666427612305,0.011429369449615479,0.9450176991522312,True,True
0.9971725940704346,0.6035021841526031,0.1946917176246643,True,True
0.932140052318573,0.12965917587280273,0.5384696424007416,True,True
0.015808645635843277,-0.5119784437119961,-0.009973416104912758,False,False
0.2570767104625702,0.23129464872181416,-0.27071037888526917,True,False
0.4382069408893585,0.33878494054079056,0.435717458371073,True,True
0.3357842266559601,0.33329474413767457,0.23636222630739212,True,True
0.013195808976888657,0.00041151419281959534,0.000714227557182312,True,True
0.012986390851438046,0.0005048094317317009,0.00020209606736898422,True,True
0.9960935711860657,0.005442798137664795,0.9957263478427194,True,True
0.003128401003777981,0.002761177660431713,-0.9875223720446229,True,False
0.008238249458372593,0.0019990368746221066,-0.004197710193693638,True,False
0.023311959579586983,0.010875999927520752,0.017072746995836496,True,True
0.024787133559584618,-0.04553326405584812,0.019371652510017157,False,True
0.2118568867444992,0.20644140569493175,0.14153648912906647,True,True
0.9747629165649414,-0.006327688694000244,0.04065424203872681,False,True
0.9448071122169495,0.010698437690734863,-0.03628349304199219,True,False
0.7788350582122803,0.7604737412184477,0.67482890188694,True,True
0.8478242754936218,0.7438181191682816,0.8294629584997892,True,True
0.9993246793746948,0.0035105347633361816,0.21887773275375366,True,True
0.9928885102272034,0.2124415636062622,-0.0029256343841552734,True,False
0.14275288581848145,0.12160363048315048,-0.1943933069705963,True,False
0.35880666971206665,0.02166047692298889,0.3376574143767357,True,True
0.20032523572444916,0.20008406849228777,0.11077744513750076,True,True
0.9269366264343262,0.8373888358473778,0.9266954592021648,True,True
0.0038716706912964582,-0.0009216966573148966,0.0004143544938415289,False,True
0.0036897663958370686,0.0002324501983821392,-0.0011036009527742863,True,False
0.1001109927892685,0.015101119875907898,-0.28798387944698334,True,False
0.48763421177864075,0.09953933954238892,0.40262433886528015,True,True
0.001320185256190598,0.0006396611570380628,-0.0014235408743843436,True,False
0.008082318119704723,0.005338591989129782,0.007401794020552188,True,True
0.20973443984985352,0.0872667208313942,0.2091348376707174,True,True
0.0011429893784224987,0.0005433871992863715,-0.12132472964003682,True,False
0.9769155979156494,0.06402653455734253,0.00041919946670532227,True,True
0.9471105933189392,-0.029385805130004883,0.034221529960632324,False,True
0.9719393253326416,0.0344465970993042,0.805921882390976,True,True
0.239244744181633,0.07322730123996735,-0.6982479840517044,True,False
0.005669173784554005,-0.00010803434997797012,-0.09533515851944685,False,False
0.2569049298763275,0.15590059757232666,0.25112772174179554,True,True
0.9955902099609375,0.0015392899513244629,0.3584275245666504,True,True
0.7323369979858398,0.09517431259155273,-0.2617139220237732,True,False
0.991710364818573,0.9227950349450111,0.9540339559316635,True,True
0.11296529322862625,0.07528888434171677,0.04404996335506439,True,True
0.3514306843280792,-0.08198466897010803,0.3244293425232172,False,True
